nombre_alu,apellido,edad,direccion,num_cuenta
Guadalupe karina,Vicenteno,19,Tamaulipas_Reynosa_Colonia_INFONAVIT Arboledas_88703,8239
Guilibaldo,Cenobio,27,Chiapas_Motozintla_Ejido_20 de Noviembre_30914,8240
Martha elizabeth,Samario,22,Sonora_Alamos_Colonia_?lamo Dorado_85767,8241
Cesar daniel,Woo,20,Puebla_Huauchinango_Pueblo_Totolapa_73165,8242
Yaremi,Quintin,18,Chiapas_Bochil_Colonia_Santa Cruz Niho_29775,8243
Juan armando,Suchite,24,Tlaxcala_Chiautempan_Barrio_Ramontla_90820,8244
Guadalupe susana,Tecpa,19,Jalisco_Guadalajara_Fraccionamiento_Vallarta Norte_44690,8245
Jose gamaliel,Mayoral,24,Puebla_Tlahuapan_Pueblo_San Pedro Matamoros_74105,8246
Miriam azucena,Cruzaley,20,Campeche_Candelaria_Rancho_El Paso del Cuervo (El Cuervo)_24336,8247
Octavio,Ladron de guevara,20,Hidalgo_Tepeapulco_Colonia_El Chamizal_43996,8248
Maria gua,Gervacio,19,Guerrero_General Canuto A. Neri_Pueblo_Pata de Venado_40490,8249
Raul martin,Condado,23,Puebla_Atlixco_Colonia_Solares Grandes_74230,8250
Mirna gabriela,Seboa,25,Chiapas_La Grandeza_Barrio_Alta Vista_30965,8251
Angel david,Gress,21,Baja California_Playas de Rosarito_Colonia_Mexicali_22703,8252
Laura minerva,Derramadero,25,Guerrero_General Heliodoro Castillo_Pueblo_San Antonio_39134,8253
Prisco,De aquino,25,Coahuila de Zaragoza_Saltillo_Colonia_Cecilia Ocelli de Salinas_25014,8254
Alejandra janeth,Celedon,18,Puebla_Chalchicomula de Sesma_Colonia_Santa Cruz_75520,8255
Gerardo guadalupe,Porras,25,Tabasco_Macuspana_Colonia_Los Arbolitos_86726,8256
Marianela,Herbert,26,Guerrero_Chilapa de ?lvarez_Campamento_Vista Hermosa_41115,8257
Primitivo,Matheis,24,Puebla_Huatlatlauca_Barrio_Chimala_75395,8258
Rosa de guadalupe,Genesta,27,Hidalgo_Yahualica_Pueblo_Tenamaxtepec_43085,8259
Jose noel,Alatorre,19,Durango_Tamazula_Ejido_Coluta_34584,8260
Carmen soledad,Tabarez,20,Durango_Durango_Fraccionamiento_Ciudad San Isidro_34016,8261
Jorge jesus,Tehuitzil,18,Guanajuato_Guanajuato_Colonia_El Pulque_36259,8262
Monica yazmin,Marinez,26,Sonora_Cajeme_Ejido_San Gabriel Bloque 1304 (Ej. Emiliano Zapata)_85207,8263
Eutiquio,Asuncion,24,Sonora_Huachinera_Barrio_Bacatete_84406,8264
Rosa hilda,Cuauhtecatl,25,Hidalgo_Apan_Colonia_Magisterial Luis Donaldo Colosio_43907,8265
Pedro julian,Balseca,21,Colima_Villa de ?lvarez_Colonia_Jardines del Llano_28983,8266
Zazil,Antolino,19,Distrito Federal_Milpa Alta_Barrio_La Luz_12000,8267
Carlos agustin,Leal,20,Hidalgo_Calnali_Pueblo_Tostlamantla_43232,8268
Rosio,Monterrubio,23,Sonora_Agua Prieta_Ejido_Plaza Ortiz_84304,8269
Enrique ivan,Nepita,22,Coahuila de Zaragoza_Saltillo_Colonia_15 de Septiembre_25013,8270
Rocio maribel,Atrisco,26,Morelos_Tepalcingo_Pueblo_Atotonilco_62925,8271
Gilberto antonio,Enciso,22,Distrito Federal_Gustavo A. Madero_Colonia_Del Carmen_7199,8272
Maria tereza,Sañudo,19,Veracruz de Ignacio de la Llave_Tlalnelhuayocan_Pueblo_Tlalnelhuayocan_91230,8273
Guillermo rene,Crivelli,18,Tabasco_Nacajuca_Fraccionamiento_Carlos A. Madrazo ( La Selva)_86246,8274
Esther yolanda,Pamplona,26,Morelos_Jonacatepec_Colonia_El Puente Colorado_62943,8275
Gilberto jesus,Saab,24,Veracruz de Ignacio de la Llave_Tampico Alto_Colonia_Miramar_92053,8276
Jazmin alejandra,Sumuano,22,Hidalgo_Mineral del Chico_Barrio_La Laguna (Carboneras)_42124,8277
Itzcoatl,Valladarez,18,Veracruz de Ignacio de la Llave_Veracruz_Pueblo_Mata Coquite_91697,8278
Arcadia,Olascuaga,27,Distrito Federal_Iztapalapa_Colonia_Campestre Potrero_9637,8279
Edgar horacio,Tun,26,Jalisco_Zapopan_Fraccionamiento_Los Olivos_45207,8280
Reyna cecilia,Aldrete,19,Oaxaca_San Miguel Tulancingo_Pueblo_Tulancingo_69370,8281
Julian alejandro,Cruz manjarrez,23,Puebla_Chalchicomula de Sesma_Colonia_Santa Cecilia_75520,8282
Ma micaela,Rio,27,Veracruz de Ignacio de la Llave_Cosamaloapan de Carpio_Colonia_Los Angeles_95394,8283
Aureo,Organista,21,Guanajuato_Irapuato_Colonia_Inmobiliaria Recreo_36514,8284
Martha lili,Calcaneo,20,Puebla_Puebla_Colonia_Rosas del Tepeyac_72014,8285
Avel,Angulo,27,Chiapas_Chamula_Colonia_Yitic_29329,8286
Deysi patricia,Azcona,18,Morelos_Temixco_Pueblo_Cuentepec_62596,8287
Jose alfr,Altuzar,27,Jalisco_Zapopan_Condominio_Puerta Plata_45116,8288
Rita adriana,Veliz,26,Chihuahua_Rosales_Colonia_Victor Rosales_33120,8289
Francisco felipe,Granado,24,Hidalgo_Mineral de la Reforma_Fraccionamiento_Villas del ?lamo_42184,8290
Rosa dalia,Loyola,23,Nayarit_Tepic_Zona industrial_Plan de Ayala_63197,8291
Enrique david,Tuxpan,21,Hidalgo_Cuautepec de Hinojosa_Barrio_Tepantitla_43748,8292
Fatima del pilar,Carrasco,24,Chihuahua_Rosario_Ejido_Juan Mendoza_33538,8293
Martin javier,Fornes,27,Veracruz de Ignacio de la Llave_Uxpanapa_Ejido_Hidalgo Amajac_96998,8294
Zaida patricia,Subiaur,26,Oaxaca_San Pedro Mixtepec -Dto. 22 -_Colonia_Reforma_71994,8295
Fernando arturo,Nande,25,Jalisco_San Pedro Tlaquepaque_Colonia_Ojo de Agua_45618,8296
Emma luz,Muela,19,Guerrero_Chilapa de ?lvarez_Colonia_Los ?ngeles_41104,8297
David ivan,Rieke,18,Guerrero_Ometepec_Barrio_La Guadalupe_41700,8298
Sujey,Isabeles,25,Hidalgo_Pachuca de Soto_Colonia_Boulevares de San Francisco_42078,8299
Edgar alejandro,Santini,24,Tlaxcala_Tetla de la Solidaridad_Poblado comunal_Las Arenas_90437,8300
Nora idalia,Escobedo,18,Guerrero_Florencio Villarreal_Colonia_Francisco Villa_41800,8301
Macrino,Pachuca,20,Morelos_Yautepec_Colonia_Alfredo Bonfil_62733,8302
Silvia elena,Lastra,24,Oaxaca_Santo Domingo Tehuantepec_Colonia_Flor de Azalea_70760,8303
Alder,Emba,20,Morelos_Cuernavaca_Colonia_Vista Hermosa_62290,8304
Linda margarita,Santamaria,20,Nayarit_Tepic_Fraccionamiento_Las Brisas FOVISSSTE_63117,8305
Hector roberto,Tlaxcala,18,Guerrero_Chilapa de ?lvarez_Pueblo_Atzacoaloya_41114,8306
Maria angeli,Berlin,23,Chihuahua_Meoqui_Colonia_Camino Real_33130,8307
Luis felipe,Soldevilla,21,Coahuila de Zaragoza_Matamoros_Colonia_Ejidal_27446,8308
Claudia irma,Micaela,19,Tamaulipas_Victoria_Colonia_Luis Donaldo Colosio_87014,8309
Senovio,Zequeira,22,Baja California_Mexicali_Colonia_Residencias Imperiales_21285,8310
Fatima isabel,Aboytes,26,Zacatecas_Calera_Colonia_El Tambo_98508,8311
Cornelio,Cintura,27,Baja California Sur_Los Cabos_Fraccionamiento_Quintas California_23456,8312
Alma patric,Mercenario,27,Veracruz de Ignacio de la Llave_Yanga_Colonia_El Palmar_94930,8313
Carlos uriel,Unzueta,23,Morelos_Huitzilac_Fraccionamiento_Guayacahuala_62517,8314
Maria del pueblito,Tepeque,18,Tamaulipas_Ciudad Madero_Colonia_Insurgentes_89506,8315
Luis rodolfo,Cabrales,19,Chiapas_La Grandeza_Barrio_Cipres_30967,8316
Zeida,Huizar,26,Distrito Federal_Iztapalapa_Unidad habitacional_La Valenciana_9110,8317
Roberto cesar,Aldino,24,Sinaloa_Guasave_Fraccionamiento_Residencial Campestre_81048,8318
Nancy yazmin,Dominguez,26,Puebla_San Pedro Cholula_Conjunto habitacional_Uniko_72754,8319
Jose benito,Pasaran,18,Quintana Roo_Solidaridad_Fraccionamiento_El Cielo_77727,8320
Alicia noemi,Atayde,27,Zacatecas_Jalpa_Fraccionamiento_Lomas Del Valle_99608,8321
Mario martin,Padierna,27,Coahuila de Zaragoza_Parras_Ejido_Cadillal_27993,8322
Maria elda,Bizarro,27,Jalisco_San Pedro Tlaquepaque_Fraccionamiento_Ojo de Agua_45600,8323
Francisco benjamin,Lomas,18,Veracruz de Ignacio de la Llave_Xalapa_Colonia_Unidad y Progreso_91024,8324
Rosa marina,Vitorin,22,Baja California_Tijuana_Colonia_Sanchez Taboada Produtsa_22185,8325
Rudi,Marquina,19,Tamaulipas_Altamira_Fraccionamiento_Loma Bonita_89605,8326
Maria socorro,Alcala,23,Sinaloa_Choix_Rancho_El Reparo_81775,8327
Saul enrique,Santiba!ez,27,Morelos_Jiutepec_Colonia_La Mesa_62574,8328
Diana marisol,Doñez,20,Sonora_Agua Prieta_Ejido_Los ?lamos_84306,8329
Jorge felipe,Tepepa,18,Chiapas_Pantepec_Pueblo_San Isidro las Banderas_29661,8330
Josefina del rosario,Barcelos,23,Guanajuato_San Luis de la Paz_Colonia_La Espiga_37905,8331
Edgar edmundo,Millan,27,Baja California_Tijuana_Condominio_Real de La Frontera_22440,8332
Leydi del carmen,Espericueta,25,Jalisco_Cuautla_Pueblo_Cuautla_48150,8333
Luis humberto,Remedios,26,Nayarit_Tepic_Fraccionamiento_Fray Junipero Serra_63169,8334
Erika esther,Bersoza,27,Sonora_Cajeme_Fraccionamiento_INFONAVIT Yocujimari_85200,8335
Lamberto,Jose,26,Puebla_Puebla_Colonia_Rinconada las Torres_72468,8336
Zoraida,Ogazon,22,Tamaulipas_Matamoros_Fraccionamiento_Paseo del Nogalar_87313,8337
Enrique alonso,Conejo,26,Chiapas_Salto de Agua_Ejido_El Faro Jushil_29904,8338
Inosencia,Jaralillo,18,Zacatecas_Fresnillo_Colonia_Del Valle_99084,8339
Angel armando,Irazoqui,24,Tamaulipas_Matamoros_Fraccionamiento_Paseo Del Magisterio_87344,8340
Celia elena,Manuel,24,Guerrero_Tlapa de Comonfort_Colonia_Renacimiento_41300,8341
J asencion,Auz,21,Baja California_Mexicali_Colonia_Carbajal_21370,8342
Juana bertha,Nila,24,Sonora_Bacanora_Pueblo_Santa Teresa_85676,8343
Nestor manuel,Xique,27,Hidalgo_Huejutla de Reyes_Colonia_Loma Bonita_43000,8344
Laura xochitl,Alatriste,20,Puebla_Puebla_Fraccionamiento_San Francisco Totimehuacan_72595,8345
Alberico,Valerio,25,Puebla_Huauchinango_Pueblo_Xopanapa_73168,8346
Alma r,Presenda,23,Tamaulipas_Nuevo Laredo_Colonia_Las Torres_88184,8347
Hector julian,Vitinio,25,Guanajuato_Romita_Ejido_Buenavista Chica (San Antonio Chico)_36215,8348
Sandra erika,Villagran,26,Chihuahua_Chihuahua_Colonia_Los Sicomoros_31205,8349
Omar ivan,Cantun,22,Chiapas_La Grandeza_Barrio_Las Joyas_30965,8350
Maria rosa isela,Montano,24,"Chihuahua_Chihuahua_Fraccionamiento_Minerales I, II y III_31144",8351
Dimas,Revilla,22,Sonora_Naco_Ejido_Alberto Ledezma_84193,8352
Silvia del rosario,Espa%a,21,Coahuila de Zaragoza_Frontera_Fraccionamiento_Nuevo Monterreal_25629,8353
Juan eugenio,Nerio,24,Jalisco_Guadalajara_Fraccionamiento_Santa Elena de La Cruz_44230,8354
Juana lourdes,Valades,25,Hidalgo_Huautla_Barrio_Bajo_43050,8355
J refugio,Tijerina,22,Morelos_Jiutepec_Fraccionamiento_Huertas del Llano_62556,8356
Perla yanet,Gutierrez,22,Guanajuato_Celaya_Fraccionamiento_La Esperanza_38028,8357
Victor alejandro,Hernandes,19,Sonora_Hermosillo_Colonia_Las Granjas_83250,8358
Yesenia berenice,Cuesy,24,Puebla_Juan Galindo_Colonia_Salto Chico_73214,8359
Javier nicolas,Huitron,24,Tabasco_Tenosique_Colonia_Luis Donaldo Colosio_86904,8360
Melissa,Payan,19,"Jalisco_Zapopan_Fraccionamiento_Tierra, Aire y Fuego_45200",8361
Socorro,Castelazo,20,Jalisco_Guadalajara_Colonia_Polanquito_44969,8362
Maricela del carmen,Barzalobre,26,Morelos_Amacuzac_Colonia_La Glorieta_62644,8363
Hilarion,Perrusquia,23,Veracruz de Ignacio de la Llave_Santiago Tuxtla_Poblado comunal_El Tular_95838,8364
Maritza isabel,Yucupicio,20,Chiapas_Siltepec_Barrio_Las Cruces_30984,8365
Victorico,Cazares,21,Hidalgo_Mineral de la Reforma_Colonia_Privada Quinta Bonita_42185,8366
Gladis del carmen,Tipacamu,19,Hidalgo_Emiliano Zapata_Ejido_Malpais_43961,8367
Jorge homero,Tepo,27,Tamaulipas_Victoria_Fraccionamiento_Conjunto Habitacional Villas de Guadalupe_87070,8368
Patricia veronica,Petriz,23,Tlaxcala_Huamantla_Colonia_Jardines de San Manuel_90505,8369
Jose pilar,De la o,21,Campeche_Calakmul_Ejido_Unidad y Trabajo_24645,8370
Dimna,Pi%on,23,Sonora_Moctezuma_Colonia_La Loma_84563,8371
Enrique antonio,Kuman,23,Oaxaca_Fresnillo de Trujano_Pueblo_Fresnillo de Trujano_69210,8372
Ibet,Nahuatt,27,Oaxaca_Putla Villa de Guerrero_Barrio_Palo de Obo_71007,8373
Jose gpe,Huizache,27,Sonora_Empalme_Ejido_San Pablo Dos_85524,8374
Laura amelia,Frutero,27,Sinaloa_Badiraguato_Rancho_Nocoriba_80560,8375
Onofre,Matlalcoatl,23,Durango_Ocampo_Colonia_Alameda_35356,8376
Monica lizeth,Trasvi!a,26,Sinaloa_Badiraguato_Rancho_Yesqueros_80683,8377
David ignacio,Montes,26,Veracruz de Ignacio de la Llave_Cerro Azul_Colonia_Mirador_92518,8378
Maria alicia,Huaracha,23,Guerrero_Copala_Colonia_Celaya_41875,8379
Isnardo,Pacho,26,Veracruz de Ignacio de la Llave_Coatzacoalcos_Colonia_Solidaridad_96535,8380
Ma teresa,Lucio,27,Chiapas_Chiapa de Corzo_Colonia_Las Mercedes_29160,8381
Carlos edgar,Carpio,24,Puebla_Puebla_Colonia_Atotonilco (El Resurgimiento)_72497,8382
Yolanda edith,Molinari,19,Guanajuato_San Miguel de Allende_Equipamiento_Oficinas Gubernamentales_37749,8383
Jesus ulises,Quinonez,18,Baja California_Mexicali_Colonia_2 Tubos_21821,8384
Maria macaria,Conde,20,Coahuila de Zaragoza_Saltillo_Colonia_El Olmo_25280,8385
Luis damian,Pluma,25,Chiapas_Jitotol_Pueblo_Las Maravillas_29767,8386
Rita esther,Y tun,18,Veracruz de Ignacio de la Llave_Xalapa_Colonia_Buenavista I_91084,8387
Alejandro cesar,Iturribarria,21,Puebla_Libres_Fraccionamiento_Tres Capulines_73784,8388
Rubi guadalupe,Baylon,21,Puebla_Zacapoaxtla_Colonia_La Cortadura_73680,8389
Jesus agustin,Tendero,27,Chiapas_El Porvenir_Barrio_Nueva Esperanza_30973,8390
Laura mayela,Grajales,19,Veracruz de Ignacio de la Llave_Santiago Tuxtla_Poblado comunal_Nuevo Totlalli_95838,8391
Jorge armando,Tepal,18,Sonora_Etchojoa_Colonia_El Rastro_85287,8392
Sonia del carmen,Mu%oz,27,Tamaulipas_Matamoros_Colonia_Puertas Verdes_87449,8393
Manuel guadalupe,Belmonte,21,Veracruz de Ignacio de la Llave_Playa Vicente_Pueblo_Nuevo Raya Caracol (Zanja Seca)_95628,8394
Reyna,Sosol,26,Oaxaca_San Juan Evangelista Analco_Pueblo_San Juan Evangelista Analco_68748,8395
Luis joel,Colchado,18,Tamaulipas_Victoria_Fraccionamiento_Quinta Laura_87050,8396
Maria antelma,Quintero,20,Durango_Guadalupe Victoria_Pueblo_San Francisco de La Palmita (La Palmita)_34717,8397
Panuncio,Romo,27,Chiapas_Motozintla_Colonia_San Fernando_30906,8398
Teresa guadalupe,Sales,20,Jalisco_Zapopan_Unidad habitacional_Militar Zapopan_45138,8399
Cesar agustin,Caba%as,22,Guanajuato_San Miguel de Allende_Colonia_Colonia Esperanza_37897,8400
Silvia isabel,Paat,24,Durango_Pueblo Nuevo_Ejido_Los Bancos_34955,8401
Jose sixto,Cavero,26,Jalisco_Puerto Vallarta_Colonia_Mojoneras_48290,8402
Aida concepcion,Maritano,25,Guerrero_Quechultenango_Campamento_Mezcaltepec_39255,8403
Mario albert,Pajon,19,Veracruz de Ignacio de la Llave_Pueblo Viejo_Colonia_Santa Elena_92030,8404
Ana ines,Funez,18,Hidalgo_Pachuca de Soto_Fraccionamiento_Conjunto Arboledas II_42084,8405
Ruben de jesus,Marban,26,Chihuahua_Delicias_Colonia_Fovissste 1 (Las Garzas)_33067,8406
Maclovia,Jaen,21,Jalisco_Cocula_Colonia_Villa de Casares_48503,8407
David andres,Plata,27,Oaxaca_Santiago Jamiltepec_Barrio_Las Flores_71706,8408
Josefina patricia,Montero,22,Guanajuato_Irapuato_Condominio_Miraflores_36643,8409
Juan gustavo,Cosmes,20,Chihuahua_Chihuahua_Colonia_Rigoberto Quiroz_31064,8410
Norma margarita,Torrecillas,25,Coahuila de Zaragoza_Matamoros_Colonia_Ejidal y Deportiva_27443,8411
Gonzalo antonio,Uitz,18,Chihuahua_Delicias_Pueblo_San Luis_33113,8412
Elsa araceli,Garibo,21,Sinaloa_Choix_Rancho_Las Arenas_81777,8413
Jose manue,Radilla,20,Puebla_San Pedro Cholula_Fraccionamiento_Real Britania_72754,8414
Guadalupe estela,Fermin,22,Baja California_Playas de Rosarito_Colonia_Huacatay_22707,8415
Oscar joel,Toribio,20,Coahuila de Zaragoza_Ramos Arizpe_Fraccionamiento_Del Bosque_25903,8416
Afrodita,Pelagio,23,Nayarit_Del Nayar_Ejido_Zoquipilla_63547,8417
Jesus isaias,Iturrios,25,Puebla_Chalchicomula de Sesma_Colonia_Santa Cruz_75520,8418
Reyna araceli,Chicharo,19,Tlaxcala_Teolocholco_Barrio_Actipa_90850,8419
Galindo,Mariaud,19,Sonora_Hermosillo_Parque industrial_Parque Industrial Sonora_83297,8420
Ocotlan,Alabazares,21,Coahuila de Zaragoza_Saltillo_Colonia_El Cerrito_25019,8421
Pedro rafael,Triay,24,Tlaxcala_San Lucas Tecopilco_Poblado comunal_Loma Bonita_90448,8422
Diana minerva,Laborin,19,Aguascalientes_Aguascalientes_Fraccionamiento_Cerrada de la Mezquitera_20118,8423
Victor rene,Altunar,23,Coahuila de Zaragoza_Matamoros_Colonia_Las Nogaleras_27444,8424
Claudia lorena,Pillado,22,Guerrero_Ayutla de los Libres_Campamento_Tutepec_39204,8425
Ricardo daniel,Tepec,22,Jalisco_Zapopan_Colonia_Vistas Del Pinar_45010,8426
Ninfa maria,Rossano,18,Tlaxcala_Yauhquemehcan_Colonia_El Pedregal_90450,8427
Felipe santiago,Ricardez,19,Veracruz de Ignacio de la Llave_Carlos A. Carrillo_Colonia_Carlos Salinas de Gortari_95340,8428
Nubia del carmen,Oyorzabal,23,Veracruz de Ignacio de la Llave_Coatepec_Colonia_6 de Enero_91567,8429
Leonel de jesus,Anduaga,21,Sinaloa_Badiraguato_Rancho_Las Burras_80634,8430
Leticia teresa,Amaral,18,Guerrero_Tecoanapa_Pueblo_Tlayoyotepec_39282,8431
Jesus edgardo,Lomelin,23,Distrito Federal_Azcapotzalco_Colonia_El Rosario_2100,8432
Miriam susana,Ascona,18,Coahuila de Zaragoza_Saltillo_Fraccionamiento_Residencial El Tapanco_25295,8433
Enrique alejandro,Manga,22,Coahuila de Zaragoza_Matamoros_Colonia_Mariano Matamoros_27445,8434
Brenda irene,Victoria,25,Veracruz de Ignacio de la Llave_Veracruz_Colonia_Reserva Tarimoya I_91850,8435
Juan mauricio,Villazana,20,Veracruz de Ignacio de la Llave_Yecuatla_Pueblo_Leona Vicario_93900,8436
Margarita i,De gabriel,25,Veracruz de Ignacio de la Llave_Veracruz_Colonia_Predio 1_91777,8437
Lionel,Bote,18,Coahuila de Zaragoza_Sierra Mojada_Ejido_San Felipe_27608,8438
Alma yadira,Villezcas,20,Guanajuato_Uriangato_Fraccionamiento_La Yacata_38984,8439
Oscar samuel,Camera,22,Jalisco_Zapopan_Colonia_La Patria Universidad_45119,8440
Maria magda,Urrea,20,Guanajuato_Salamanca_Fraccionamiento_Deportivo_36743,8441
Jose alejo,Delabra,21,Morelos_Xochitepec_Colonia_San Francisco_62790,8442
Priscilla,Carlo,27,Sinaloa_Guasave_Pueblo_El Serranito_81180,8443
Jesus lorenzo,Gudino,19,Chiapas_Simojovel_Barrio_San Fernando_29820,8444
Noe,Chinas,26,Guerrero_Juan R. Escudero_Pueblo_La Palma_39948,8445
Oscar noe,Y vargas,19,Colima_Colima_Colonia_Gregorio Torres Quintero_28079,8446
Lady,Bonillas,27,Guanajuato_Silao de la Victoria_Ejido_La Noria Colorada_36297,8447
Jose alejan,Ixba,19,Sinaloa_Navolato_Ejido_Penjamito_80367,8448
Zoila maria,Melena,23,Guanajuato_Silao de la Victoria_Granja_Granja la Amistad (El Chuta)_36297,8449
Cristian ivan,Ordoï¿½ez,20,Veracruz de Ignacio de la Llave_Tuxpan_Colonia_Villa Rosita II_92860,8450
Mayra francisca,Colomo,27,Chiapas_Altamirano_Pueblo_Poblado Nuevo Altamirano_30194,8451
Jose alejandro,Setien,20,Veracruz de Ignacio de la Llave_Ignacio de la Llave_Ejido_El Zapote_95243,8452
Ignacia,Piedragil,25,Aguascalientes_Aguascalientes_Zona industrial_Parque Industrial Gigante de los Arellano_20392,8453
Martin gonzalo,Tiscareño,19,Morelos_Cuautla_Fraccionamiento_Residencial del Bosque_62747,8454
Maria modesta,Ballado,22,Oaxaca_Pluma Hidalgo_Ejido_Nubes_70964,8455
Gabriel arturo,Briseño,22,Guanajuato_Irapuato_Colonia_Rodriguez_36690,8456
Nathalie,Torrejon,25,Guanajuato_Silao de la Victoria_Ejido_La Gloria_36286,8457
Jesus adrian,Bernal,21,Oaxaca_Salina Cruz_Colonia_La Hacienda (Palo Grande)_70664,8458
Mayra imelda,Brigada,21,Aguascalientes_Aguascalientes_Colonia_Ferronales_20180,8459
Juan armando,De la peã¿a,27,Chiapas_Cintalapa_Colonia_Ingeniero Eloy Borras Aguilar_30417,8460
Maria salud,Amastal,26,Chiapas_Venustiano Carranza_Pueblo_Soyatitan_30210,8461
Willebaldo,Frutero,18,Guanajuato_Irapuato_Fraccionamiento_Jardines de San Antonio_36600,8462
Rosa mirna,Cienfuegos,24,Sinaloa_Choix_Colonia_Francisco R. Serrano_81703,8463
Luis gonzalo,Aldama,18,Oaxaca_San Miguel Soyaltepec_Colonia_Las Grandes Aguas_68430,8464
Brenda olivia,Ledo,18,Baja California_Mexicali_Fraccionamiento_Villafontana_21180,8465
Javier alfonso,Noveron,21,Chiapas_Amatenango de la Frontera_Barrio_Vado Real_30934,8466
Erika nohemi,Cutz,21,Puebla_Atlixco_Colonia_El Carmen_74280,8467
J luis,Arrizon,19,Sinaloa_Ahome_Ejido_Cachoana_81306,8468
Jeannine,Tlacocuentla,24,Jalisco_Zapopan_Colonia_Ciudad Del Sol_45050,8469
Benjamin antonio,Leon,25,Oaxaca_San Juan Bautista Tuxtepec_Colonia_12 de Julio_68335,8470
Norma isela,Morones,26,Coahuila de Zaragoza_Piedras Negras_Colonia_Guillen_26080,8471
Carlos francisco,Preza,25,Sonora_Alamos_Ejido_Francisco R. Serrano_85777,8472
Ma. alicia,Dorantes,26,Zacatecas_Luis Moya_Colonia_Luis Moya Centro_98770,8473
Fidel armando,Marave,20,Sonora_Hermosillo_Colonia_La Huerta_83208,8474
Diana isela,Barcelata,21,Puebla_Chietla_Pueblo_Temaxcalapa de Gabino Barreda_74580,8475
Gerardo jose,Williams,25,Oaxaca_Soledad Etla_Pueblo_Soledad Etla_68250,8476
Carmen esther,Ayup,18,Guanajuato_San Miguel de Allende_Colonia_Ignacio Ramirez_37748,8477
Fernando miguel,Botis,24,Quintana Roo_Solidaridad_Colonia_Nuevo Centro Urbano_77723,8478
Laura consuelo,Chacha,20,Oaxaca_Santa Cruz Tayata_Pueblo_Santa Cruz Tayata_69820,8479
David andres,Severiano,22,Sinaloa_Choix_Rancho_Puerto del Reparo_81776,8480
Adriana minerva,Broca,26,Tamaulipas_Nuevo Laredo_Fraccionamiento_Las Cumbres_88123,8481
Victorio,Carbente,24,Tlaxcala_Chiautempan_Unidad habitacional_La Malinche_90807,8482
Veronica marisol,Uitzil,22,Veracruz de Ignacio de la Llave_Tequila_Barrio_Los Tlaxcas_94840,8483
Santiago jesus,Alcauter,25,Morelos_Cuernavaca_Colonia_Villa Santiago_62306,8484
Alma dolores,Sequera,25,Sonora_Agua Prieta_Ejido_El Alamito_84304,8485
Jose hugo,Cupa,26,Morelos_Cuernavaca_Colonia_Tepuente_62116,8486
Judith del carmen,Pomares,26,Veracruz de Ignacio de la Llave_Coatepec_Colonia_Los Lirios_91579,8487
Erick daniel,Layna,18,Veracruz de Ignacio de la Llave_Las Choapas_Ejido_Rafael Murillo Vidal_96993,8488
Francis,Javan,25,Veracruz de Ignacio de la Llave_Cosoleacaque_Colonia_Nuevo Carrizal_96344,8489
Jose nelson,Cantoran,18,Durango_Mezquital_Ejido_Bagres_34985,8490
Rubi esmeralda,Bugarin,22,Sonora_Agua Prieta_Ejido_Rodimiro ?lvarez_84303,8491
Hugo alberto,Escorza,27,Chiapas_Ixtapa_Ejido_Nuevo San Juan Chamula_29342,8492
Monica leticia,Sotomayor,26,Sinaloa_Mocorito_Pueblo_Bequillos_80870,8493
Nau,Loma,23,Guanajuato_Irapuato_Ejido_La Caja_36805,8494
Ma arcelia,Aguiñiga,26,Baja California_Ensenada_Colonia_Reforma_22920,8495
Abraham alejandro,Castellano,20,Distrito Federal_Azcapotzalco_Unidad habitacional_Toronja_2830,8496
Monica cecilia,Cotoc,19,Sonora_Hermosillo_Fraccionamiento_Pueblo del ?ngel_83118,8497
Daniel isaac,Cedeno,24,Guerrero_Alcozauca de Guerrero_Pueblo_Petlacalancingo_41688,8498
Norma evelia,Monarca,26,Puebla_Hueytamalco_Colonia_Agua Zarca_73580,8499
Roman,Zeinos,19,Sinaloa_Salvador Alvarado_Colonia_Los Mautos_81413,8500
Ana jacinta,Guel,27,Guanajuato_San Felipe_Pueblo_La Esperanza_37616,8501
Gumercindo,Montalvan,22,Chiapas_Ocosingo_Barrio_Norte_29950,8502
Juana olivia,Mani,23,Guerrero_Copala_Colonia_Vista Mar_41873,8503
Jaime luis,Triano,24,Veracruz de Ignacio de la Llave_Papantla_Colonia_Nueva los Mangos_93426,8504
